Start Time, End Time, Audio Tags
166.8,167.775,Speech=0.9&Music=0.5
167.20000000000002,168.175,Speech=0.6&Music=0.6
167.60000000000002,168.57500000000002,Speech=0.4&Music=0.6
168.0,168.975,Speech=0.8&Music=0.7
168.4,169.375,Speech=0.9&Music=0.6
168.8,169.775,Speech=0.3&Music=0.8
169.20000000000002,170.175,Speech=0.5&Music=0.7
169.60000000000002,170.57500000000002,Speech=0.3&Music=0.7
170.0,170.975,Speech=0.5&Music=0.9
170.4,171.375,Speech=0.7&Music=0.8
170.8,171.775,Speech=0.7&Music=0.5
171.20000000000002,172.175,Speech=0.8&Music=0.3
171.60000000000002,172.57500000000002,Speech=0.5&Music=0.6
172.0,172.975,Music=0.8&Orchestra=0.1&Jingle bell=0.1
172.4,173.375,Music=1.0&Keyboard (musical)=0.1&Organ=0.2&Electronic organ=0.1&Hammond organ=0.1
172.8,173.775,Music=1.0
173.20000000000002,174.175,Music=1.0&Organ=0.1&Steelpan=0.1
173.60000000000002,174.57500000000002,Music=1.0&Musical instrument=0.2&Percussion=0.1&Mallet percussion=0.2&Steelpan=0.7
174.0,174.975,Music=1.0&Musical instrument=0.4&Percussion=0.4&Drum=0.1&Mallet percussion=0.6&Steelpan=0.9&Orchestra=0.1
174.4,175.375,Music=1.0&Harpsichord=0.1
174.8,175.775,Music=0.9&Musical instrument=0.1&Organ=0.1&Orchestra=0.1&Classical music=0.1
175.20000000000002,176.175,Music=0.9&Musical instrument=0.1&Percussion=0.1&Mallet percussion=0.1&Marimba| xylophone=0.1&Classical music=0.1
175.60000000000002,176.57500000000002,Music=0.6&Jingle| tinkle=0.1
176.0,176.975,Music=0.2&Mallet percussion=0.1&Bell=0.2&Jingle bell=0.2&Christmas music=0.1&Jingle| tinkle=0.3
176.4,177.375,Music=0.9&Musical instrument=0.1&Keyboard (musical)=0.1&Piano=0.1&Percussion=0.1&Mallet percussion=0.1&Marimba| xylophone=0.1&Glockenspiel=0.1
176.8,177.775,Music=0.9
177.20000000000002,178.175,Music=0.9&Percussion=0.1&Mallet percussion=0.1&Marimba| xylophone=0.1&Glockenspiel=0.1
177.60000000000002,178.57500000000002,Music=0.4&Bell=0.1&Jingle bell=0.3&Jingle| tinkle=0.2
178.0,178.975,Music=0.4&Bell=0.2&Jingle bell=0.2&Jingle| tinkle=0.1
178.4,179.375,Music=0.8
178.8,179.775,Music=1.0
179.20000000000002,180.175,Music=0.9
179.60000000000002,180.57500000000002,Music=0.9
180.0,180.975,Music=0.9
180.4,181.375,Music=0.9&Musical instrument=0.1&Percussion=0.1&Steelpan=0.1
180.8,181.775,Music=0.6
181.20000000000002,182.175,Music=0.8&Musical instrument=0.1
181.60000000000002,182.57500000000002,Music=0.7
182.0,182.975,Music=0.8&Jingle bell=0.1&Jingle| tinkle=0.1
182.4,183.375,Music=0.9
182.8,183.775,Music=0.8
183.20000000000002,184.175,Music=0.7&Jingle bell=0.1&Jingle| tinkle=0.1
183.60000000000002,184.57500000000002,Music=0.7&Musical instrument=0.1&Percussion=0.1&Mallet percussion=0.1&Marimba| xylophone=0.1&Glockenspiel=0.1&Bell=0.1&Jingle bell=0.1&Jingle| tinkle=0.1
184.0,184.975,Music=0.8
184.4,185.375,Music=0.8
184.8,185.775,Music=1.0&Organ=0.1
185.20000000000002,186.175,Music=0.9
185.60000000000002,186.57500000000002,Music=0.7
186.0,186.975,Music=1.0
186.4,187.375,Music=0.9
186.8,187.775,Music=0.9
187.20000000000002,188.175,Music=1.0
187.60000000000002,188.57500000000002,Music=1.0
188.0,188.975,Music=0.9&Musical instrument=0.1&Percussion=0.1&Mallet percussion=0.2&Marimba| xylophone=0.1&Glockenspiel=0.2
188.4,189.375,Music=1.0&Video game music=0.1
188.8,189.775,Music=1.0
189.20000000000002,190.175,Music=0.6
189.60000000000002,190.57500000000002,Music=0.8
190.0,190.975,Music=1.0
190.4,191.375,Music=1.0
190.8,191.775,Music=1.0
191.20000000000002,192.175,Music=0.9
191.60000000000002,192.57500000000002,Music=0.9
192.0,192.975,Music=0.9
192.4,193.375,Music=1.0&Musical instrument=0.1&Keyboard (musical)=0.2&Organ=0.3&Electronic organ=0.2&Hammond organ=0.1
192.8,193.775,Music=0.9
193.20000000000002,194.175,Music=1.0
193.60000000000002,194.57500000000002,Music=1.0
194.0,194.975,Music=0.9
194.4,195.375,Music=1.0
194.8,195.775,Music=1.0
195.20000000000002,196.175,Music=0.9
195.60000000000002,196.57500000000002,Music=0.9
196.0,196.975,Music=1.0
196.4,197.375,Music=1.0
196.8,197.775,Music=0.9
197.20000000000002,198.175,Music=1.0
197.60000000000002,198.57500000000002,Music=1.0
198.0,198.975,Music=1.0
198.4,199.375,Music=0.9
198.8,199.775,Music=0.8
199.20000000000002,200.175,Music=1.0&Video game music=0.1
199.60000000000002,200.57500000000002,Music=0.9
200.0,200.975,Music=1.0
200.4,201.375,Music=1.0
200.8,201.775,Music=0.9&Jingle| tinkle=0.1
201.20000000000002,202.175,Music=1.0
201.60000000000002,202.57500000000002,Music=0.9
202.0,202.975,Music=0.9
202.4,203.375,Music=1.0
202.8,203.775,Music=1.0
203.20000000000002,204.175,Music=1.0
203.60000000000002,204.57500000000002,Music=0.9
204.0,204.975,Music=0.9&Musical instrument=0.1&Percussion=0.2&Mallet percussion=0.3&Marimba| xylophone=0.2&Glockenspiel=0.2
204.4,205.375,Music=0.9&Musical instrument=0.2&Percussion=0.3&Mallet percussion=0.4&Marimba| xylophone=0.3&Glockenspiel=0.3
204.8,205.775,Music=0.9
205.20000000000002,206.175,Music=0.7
205.60000000000002,206.57500000000002,Music=0.9
206.0,206.975,Music=1.0
206.4,207.375,Music=1.0
206.8,207.775,Music=1.0
207.20000000000002,208.175,Music=1.0
207.60000000000002,208.57500000000002,Music=1.0
208.0,208.975,Music=1.0
208.4,209.375,Music=1.0
208.8,209.775,Music=1.0
209.20000000000002,210.175,Music=1.0
209.60000000000002,210.57500000000002,Music=1.0
210.0,210.975,Music=1.0&Musical instrument=0.1&Orchestra=0.2&Bowed string instrument=0.1&Violin| fiddle=0.1&Classical music=0.1
210.4,211.375,Music=1.0&Bowed string instrument=0.1
210.8,211.775,Music=1.0
211.20000000000002,212.175,Music=1.0
211.60000000000002,212.57500000000002,Music=1.0
212.0,212.975,Music=1.0&Harpsichord=0.1
212.4,213.375,Music=1.0&Video game music=0.1
212.8,213.775,Music=1.0
213.20000000000002,214.175,Music=1.0
213.60000000000002,214.57500000000002,Music=1.0
214.0,214.975,Music=1.0
214.4,215.375,Music=1.0
214.8,215.775,Music=1.0
215.20000000000002,216.175,Music=1.0
215.60000000000002,216.57500000000002,Music=1.0
216.0,216.975,Music=1.0
216.4,217.375,Music=1.0
216.8,217.775,Music=1.0&Harpsichord=0.1
217.20000000000002,218.175,Music=1.0
217.60000000000002,218.57500000000002,Music=1.0
218.0,218.975,Music=1.0
218.4,219.375,Music=1.0
218.8,219.775,Music=1.0
219.20000000000002,220.175,Music=0.9&Television=0.1
219.60000000000002,220.57500000000002,Music=1.0
220.0,220.975,Music=1.0
220.4,221.375,Music=1.0
220.8,221.775,Music=1.0&Video game music=0.1
221.20000000000002,222.175,Music=1.0
221.60000000000002,222.57500000000002,Music=1.0&Video game music=0.1
222.0,222.975,Music=1.0
222.4,223.375,Music=1.0&Musical instrument=0.1&Bowed string instrument=0.1&Violin| fiddle=0.1
222.8,223.775,Music=0.9
223.20000000000002,224.175,Music=0.9
223.60000000000002,224.57500000000002,Music=1.0
224.0,224.975,Music=1.0
224.4,225.375,Music=1.0
224.8,225.775,Music=0.8&Jingle| tinkle=0.2
225.20000000000002,226.175,Music=0.9
225.60000000000002,226.57500000000002,Music=0.8&Christmas music=0.1&Jingle| tinkle=0.1
226.0,226.975,Speech=0.7&Music=0.9
226.4,227.375,Speech=0.8&Music=0.7
226.8,227.775,Speech=0.6&Music=0.8
227.20000000000002,228.175,Speech=0.1&Music=0.8
227.60000000000002,228.57500000000002,Speech=0.8&Music=0.9
228.0,228.975,Speech=0.6&Music=0.4
228.4,229.375,Speech=0.6&Music=0.6
228.8,229.775,Speech=0.8&Music=0.3
229.20000000000002,230.175,Music=0.8
229.60000000000002,230.57500000000002,Speech=0.1&Music=0.5
230.0,230.975,Speech=0.2&Music=0.7
230.4,231.375,Music=0.9
230.8,231.775,Music=0.8
231.20000000000002,232.175,Speech=0.2&Music=0.9
231.60000000000002,232.57500000000002,Speech=0.7&Music=1.0
232.0,232.975,Speech=0.6&Music=0.8
232.4,233.375,Speech=0.4&Music=0.9
232.8,233.775,Speech=0.7&Music=0.9
233.20000000000002,234.175,Speech=0.6&Music=0.8
233.60000000000002,234.57500000000002,Music=0.6&Jingle| tinkle=0.1
234.0,234.975,Music=1.0
234.4,235.375,Music=0.9
234.8,235.775,Music=1.0
235.20000000000002,236.175,Music=1.0&Musical instrument=0.1&Bowed string instrument=0.1&Violin| fiddle=0.1
235.60000000000002,236.57500000000002,Music=1.0&Musical instrument=0.1&Orchestra=0.1
236.0,236.975,Music=1.0&Musical instrument=0.1
236.4,237.375,Music=1.0
236.8,237.775,Music=1.0
237.20000000000002,238.175,Music=1.0
237.60000000000002,238.57500000000002,Music=1.0
238.0,238.975,Music=0.9
238.4,239.375,Music=0.8&Percussion=0.1
238.8,239.775,Music=0.3&Bus=0.1
239.20000000000002,240.175,Music=0.7
239.60000000000002,240.57500000000002,Music=0.9
240.0,240.975,Speech=0.1&Music=0.7
240.4,241.375,Speech=0.4&Music=0.8
240.8,241.775,Speech=0.9&Music=0.2
241.20000000000002,242.175,Speech=0.7&Music=0.6
241.60000000000002,242.57500000000002,Speech=0.3&Music=0.7
242.0,242.975,Speech=0.7&Music=1.0
242.4,243.375,Speech=0.1&Music=0.7
242.8,243.775,Speech=0.8&Music=0.5
243.20000000000002,244.175,Speech=0.1&Music=0.5
243.60000000000002,244.57500000000002,Speech=0.2&Music=0.8
244.0,244.975,Speech=0.6&Music=0.8
244.4,245.375,Speech=0.9&Music=0.7
244.8,245.775,Speech=0.4&Music=0.7
245.20000000000002,246.175,Speech=0.7&Music=0.5
245.60000000000002,246.57500000000002,Speech=0.4&Music=0.7
246.0,246.975,Speech=0.2&Music=0.9
246.4,247.375,Speech=0.5&Music=0.4
246.8,247.775,Speech=0.7&Music=0.5
247.20000000000002,248.175,Speech=0.7&Music=0.9
247.60000000000002,248.57500000000002,Speech=0.5&Music=0.8
248.0,248.975,Speech=0.9&Music=0.9
248.4,249.375,Music=0.9
248.8,249.775,Speech=0.1&Music=0.8
249.20000000000002,250.175,Music=0.9
249.60000000000002,250.57500000000002,Speech=0.8&Music=0.1
250.0,250.975,Speech=0.9
250.4,251.375,Speech=0.5&Music=0.1
250.8,251.775,Speech=0.1&Music=0.9
251.20000000000002,252.175,Speech=0.5&Music=0.9
251.60000000000002,252.57500000000002,Music=1.0
252.0,252.975,Music=0.9&Tender music=0.1
252.4,253.375,Music=1.0&Orchestra=0.1&Wedding music=0.1
252.8,253.775,Music=1.0
253.20000000000002,254.175,Music=0.9
253.60000000000002,254.57500000000002,Music=0.9
254.0,254.975,Music=1.0
254.4,255.375,Music=1.0&Theme music=0.2
254.8,255.775,Music=1.0&Theme music=0.2
255.20000000000002,256.175,Music=1.0&Theme music=0.1
255.60000000000002,256.57500000000005,Choir=0.1&Music=0.9&Orchestra=0.1
256.0,256.975,Music=1.0&Theme music=0.1
256.40000000000003,257.37500000000006,Music=1.0&Orchestra=0.1
256.8,257.77500000000003,Music=1.0
257.2,258.175,Music=1.0&Orchestra=0.1
257.6,258.57500000000005,Music=1.0&Orchestra=0.2
258.0,258.975,Music=1.0
258.40000000000003,259.37500000000006,Music=1.0
258.8,259.77500000000003,Music=1.0&Orchestra=0.1
259.2,260.175,Music=0.9&Orchestra=0.1
259.6,260.57500000000005,Music=1.0
260.0,260.975,Music=1.0&Orchestra=0.1
260.40000000000003,261.37500000000006,Music=0.9
260.8,261.77500000000003,Music=0.8
261.2,262.175,Music=0.9
261.6,262.57500000000005,Music=0.9
262.0,262.975,Music=0.8&Wedding music=0.1
262.40000000000003,263.37500000000006,Singing=0.1&Music=0.7&Wedding music=0.1
262.8,263.77500000000003,Music=0.9
263.2,264.175,Music=0.9
263.6,264.57500000000005,Music=0.6
264.0,264.975,Music=0.3
264.40000000000003,265.37500000000006,Music=0.9
264.8,265.77500000000003,Music=1.0
265.2,266.175,Music=1.0&Theme music=0.1
265.6,266.57500000000005,Music=0.9
266.0,266.975,Music=1.0&Theme music=0.1
266.40000000000003,267.37500000000006,Music=1.0
266.8,267.77500000000003,Music=1.0
267.2,268.175,Music=1.0
267.6,268.57500000000005,Music=0.9
268.0,268.975,Music=1.0
268.40000000000003,269.37500000000006,Speech=0.2&Music=0.9
268.8,269.77500000000003,Speech=0.2&Music=0.9
269.2,270.175,Music=0.8
269.6,270.57500000000005,Music=0.9
270.0,270.975,Music=1.0
270.40000000000003,271.37500000000006,Speech=0.2&Music=0.7
270.8,271.77500000000003,Speech=0.8&Music=0.5
271.2,272.175,Speech=1.0&Music=1.0
271.6,272.57500000000005,Music=1.0
272.0,272.975,Music=0.9
272.40000000000003,273.37500000000006,Music=0.9
272.8,273.77500000000003,Music=0.9
273.2,274.175,Music=0.8
273.6,274.57500000000005,Speech=0.4&Music=0.7
274.0,274.975,Speech=0.1&Music=0.7
274.40000000000003,275.37500000000006,Speech=0.1&Music=0.7
274.8,275.77500000000003,Speech=0.3&Music=0.8
275.2,276.175,Speech=0.1&Music=0.6
275.6,276.57500000000005,Music=0.8
276.0,276.975,Music=0.9
276.40000000000003,277.37500000000006,Speech=0.4&Music=0.6
276.8,277.77500000000003,Speech=0.2&Music=0.8
277.2,278.175,Speech=0.5&Music=0.8
277.6,278.57500000000005,Speech=0.5&Music=0.9
278.0,278.975,Music=0.7
278.40000000000003,279.37500000000006,Speech=0.1&Music=0.4
278.8,279.77500000000003,Speech=0.1&Music=0.2
279.2,280.175,Music=0.7
279.6,280.57500000000005,Music=0.9&Television=0.1
280.0,280.975,Music=0.3&Sound effect=0.1
280.40000000000003,281.37500000000006,Music=0.1&Vehicle=0.1&Arrow=0.1&Whoosh| swoosh| swish=0.1&Sound effect=0.2
280.8,281.77500000000003,Arrow=0.1&Whoosh| swoosh| swish=0.2&Silence=0.1&Sound effect=0.2
281.2,282.175,Music=0.7&Scary music=0.1
281.6,282.57500000000005,Music=1.0
282.0,282.975,Music=1.0
282.40000000000003,283.37500000000006,Music=1.0
282.8,283.77500000000003,Music=1.0
283.2,284.175,Music=0.4
283.6,284.57500000000005,Music=0.5&Wind=0.1&Water=0.1&Ocean=0.2&Waves| surf=0.1
284.0,284.975,Music=0.4&Ocean=0.1&Ship=0.1
284.40000000000003,285.37500000000006,Music=0.4
284.8,285.77500000000003,Music=0.4
285.2,286.175,Music=0.7
285.6,286.57500000000005,Music=0.1&Vehicle=0.1&Motor vehicle (road)=0.1&Car=0.1&Sound effect=0.1
286.0,286.975,Music=0.2&Gong=0.1
286.40000000000003,287.37500000000006,Music=0.3&Percussion=0.1
286.8,287.77500000000003,Music=0.3
287.2,288.175,Music=0.9
287.6,288.57500000000005,Music=0.9&Plucked string instrument=0.1&Guitar=0.1
288.0,288.975,Music=0.2&Silence=0.2
288.40000000000003,289.37500000000006,Music=0.9
288.8,289.77500000000003,Music=0.9
